Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-11-01,19:45,EFL Cup,Fourth round,Wed,Away,W,2.0,1.0,Bournemouth,,,67.0,11116.0,Mohamed Salah,4-3-3,John Brooks,Match Report,
2023-11-05,16:30,Premier League,Matchweek 11,Sun,Away,D,1.0,1.0,Luton Town,2.6,0.8,73.0,11049.0,Virgil van Dijk,4-3-3,Andy Madley,Match Report,
2023-11-09,18:45,Europa Lg,Group stage,Thu,Away,L,2.0,3.0,fr Toulouse,1.1,1.0,71.0,32026.0,Joe Gomez,4-3-3,Georgi Kabakov,Match Report,
2023-11-12,14:00,Premier League,Matchweek 12,Sun,Home,W,3.0,0.0,Brentford,1.7,1.6,59.0,50151.0,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,
2023-11-25,12:30,Premier League,Matchweek 13,Sat,Away,D,1.0,1.0,Manchester City,0.6,1.3,41.0,53289.0,Virgil van Dijk,4-3-3,Chris Kavanagh,Match Report,
2023-11-30,20:00,Europa Lg,Group stage,Thu,Home,W,4.0,0.0,at LASK,3.3,0.7,65.0,49666.0,Mohamed Salah,4-3-3,Urs Schnyder,Match Report,
2023-12-03,14:00,Premier League,Matchweek 14,Sun,Home,W,4.0,3.0,Fulham,2.1,1.2,61.0,50124.0,Virgil van Dijk,4-3-3,Stuart Attwell,Match Report,
2023-12-06,19:30,Premier League,Matchweek 15,Wed,Away,W,2.0,0.0,Sheffield Utd,1.7,1.0,75.0,31406.0,Virgil van Dijk,4-3-3,Simon Hooper,Match Report,
2023-12-09,12:30,Premier League,Matchweek 16,Sat,Away,W,2.0,1.0,Crystal Palace,1.2,1.7,76.0,25103.0,Virgil van Dijk,4-3-3,Andy Madley,Match Report,
2023-12-14,18:45,Europa Lg,Group stage,Thu,Away,L,1.0,2.0,be Union SG,0.3,2.3,68.0,16959.0,Curtis Jones,4-3-3,Orel Grinfeeld,Match Report,
2023-12-17,16:30,Premier League,Matchweek 17,Sun,Home,D,0.0,0.0,Manchester Utd,2.3,0.8,68.0,57158.0,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,
2023-12-20,20:00,EFL Cup,Quarter-finals,Wed,Home,W,5.0,1.0,West Ham,,,67.0,57332.0,Virgil van Dijk,4-3-3,Tim Robinson,Match Report,
2023-12-23,17:30,Premier League,Matchweek 18,Sat,Home,D,1.0,1.0,Arsenal,1.0,0.7,52.0,57548.0,Virgil van Dijk,4-3-3,Chris Kavanagh,Match Report,
2023-12-26,17:30,Premier League,Matchweek 19,Tue,Away,W,2.0,0.0,Burnley,1.8,0.8,68.0,21624.0,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,
2024-01-01,20:00,Premier League,Matchweek 20,Mon,Home,W,4.0,2.0,Newcastle Utd,7.0,0.6,61.0,57471.0,Virgil van Dijk,4-3-3,Anthony Taylor,Match Report,
2024-01-07,16:30,FA Cup,Third round proper,Sun,Away,W,2.0,0.0,Arsenal,,,46.0,58538.0,Trent Alexander-Arnold,4-3-3,John Brooks,Match Report,
2024-01-10,20:00,EFL Cup,Semi-finals,Wed,Home,W,2.0,1.0,Fulham,,,67.0,56724.0,Virgil van Dijk,4-3-3,David Coote,Match Report,Leg 1 of 2
2024-01-21,16:30,Premier League,Matchweek 21,Sun,Away,W,4.0,0.0,Bournemouth,1.5,1.4,60.0,11228.0,Virgil van Dijk,4-3-3,Andy Madley,Match Report,
2024-01-24,20:00,EFL Cup,Semi-finals,Wed,Away,D,1.0,1.0,Fulham,,,51.0,24320.0,Virgil van Dijk,4-3-3,Simon Hooper,Match Report,Leg 2 of 2; Liverpool won
2024-01-28,14:30,FA Cup,Fourth round proper,Sun,Home,W,5.0,2.0,Norwich City,,,73.0,,Alisson,4-3-3,Samuel Barrott,Match Report,
2024-01-31,20:15,Premier League,Matchweek 22,Wed,Home,W,4.0,1.0,Chelsea,2.9,0.6,50.0,57524.0,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,
2024-02-04,16:30,Premier League,Matchweek 23,Sun,Away,L,1.0,3.0,Arsenal,0.4,3.5,57.0,60374.0,Virgil van Dijk,4-3-3,Anthony Taylor,Match Report,
2024-02-10,15:00,Premier League,Matchweek 24,Sat,Home,W,3.0,1.0,Burnley,2.8,1.3,70.0,59896.0,Virgil van Dijk,4-3-3,Tim Robinson,Match Report,
2024-02-17,12:30,Premier League,Matchweek 25,Sat,Away,W,4.0,1.0,Brentford,2.8,1.6,62.0,17193.0,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,
2024-02-21,19:30,Premier League,Matchweek 26,Wed,Home,W,4.0,1.0,Luton Town,3.3,1.0,61.0,,Virgil van Dijk,4-3-3,Andy Madley,Match Report,
2024-02-25,15:00,EFL Cup,Final,Sun,Away,,,,Chelsea,,,,,,,,Head-to-Head,
2024-02-28,20:00,FA Cup,Fifth round proper,Wed,Home,,,,Southampton,,,,,,,,Head-to-Head,
2024-03-02,15:00,Premier League,Matchweek 27,Sat,Away,,,,Nott'ham Forest,,,,,,,,Head-to-Head,
2024-03-10,15:45,Premier League,Matchweek 28,Sun,Home,,,,Manchester City,,,,,,,,Head-to-Head,
2024-03-17,14:00,Premier League,Matchweek 29,Sun,Away,,,,Everton,,,,,,,,Head-to-Head,
2024-03-31,14:00,Premier League,Matchweek 30,Sun,Home,,,,Brighton,,,,,,,,Head-to-Head,
2024-04-03,20:00,Premier League,Matchweek 31,Wed,Home,,,,Sheffield Utd,,,,,,,,Head-to-Head,
2024-04-06,15:00,Premier League,Matchweek 32,Sat,Away,,,,Manchester Utd,,,,,,,,Head-to-Head,
2024-04-13,,Premier League,Matchweek 33,Sat,Home,,,,Crystal Palace,,,,,,,,Head-to-Head,
2024-04-20,,Premier League,Matchweek 34,Sat,Away,,,,Fulham,,,,,,,,Head-to-Head,
2024-04-27,,Premier League,Matchweek 35,Sat,Away,,,,West Ham,,,,,,,,Head-to-Head,
2024-05-04,,Premier League,Matchweek 36,Sat,Home,,,,Tottenham,,,,,,,,Head-to-Head,
2024-05-11,,Premier League,Matchweek 37,Sat,Away,,,,Aston Villa,,,,,,,,Head-to-Head,
2024-05-19,,Premier League,Matchweek 38,Sun,Home,,,,Wolves,,,,,,,,Head-to-Head,
