Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2024-02-27,19:45,FA Cup,Fifth round proper,Tue,Away,,,,Blackburn,,,,,,,,Head-to-Head,
2024-03-02,15:00,Premier League,Matchweek 27,Sat,Home,,,,Wolves,,,,,,,,Head-to-Head,
2024-03-11,20:00,Premier League,Matchweek 28,Mon,Away,,,,Chelsea,,,,,,,,Head-to-Head,
2024-03-16,15:00,Premier League,Matchweek 29,Sat,Away,,,,Crystal Palace,,,,,,,,Head-to-Head,
2024-03-30,12:30,Premier League,Matchweek 30,Sat,Home,,,,West Ham,,,,,,,,Head-to-Head,
2024-04-03,19:45,Premier League,Matchweek 31,Wed,Home,,,,Everton,,,,,,,,Head-to-Head,
2024-04-06,15:00,Premier League,Matchweek 32,Sat,Away,,,,Fulham,,,,,,,,Head-to-Head,
2024-04-13,,Premier League,Matchweek 33,Sat,Home,,,,Tottenham,,,,,,,,Head-to-Head,
2024-04-20,,Premier League,Matchweek 34,Sat,Away,,,,Manchester Utd,,,,,,,,Head-to-Head,
2024-04-27,,Premier League,Matchweek 35,Sat,Home,,,,Sheffield Utd,,,,,,,,Head-to-Head,
2024-05-04,,Premier League,Matchweek 36,Sat,Away,,,,Burnley,,,,,,,,Head-to-Head,
2024-05-11,,Premier League,Matchweek 37,Sat,Home,,,,Brighton,,,,,,,,Head-to-Head,
2024-05-19,,Premier League,Matchweek 38,Sun,Away,,,,Brentford,,,,,,,,Head-to-Head,
