Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-11-26,16:30,Premier League,Matchweek 13,Sun,Home,L,0,3,Manchester Utd,2.4,2.2,51.0,39257.0,James Tarkowski,4-4-1-1,John Brooks,Match Report,
2023-12-02,17:30,Premier League,Matchweek 14,Sat,Away,W,1,0,Nott'ham Forest,0.7,0.7,39.0,29404.0,James Tarkowski,4-4-1-1,Paul Tierney,Match Report,
2023-12-07,19:30,Premier League,Matchweek 15,Thu,Home,W,3,0,Newcastle Utd,3.3,1.5,38.0,38198.0,Séamus Coleman,4-4-1-1,Tim Robinson,Match Report,
2023-12-10,14:00,Premier League,Matchweek 16,Sun,Home,W,2,0,Chelsea,1.2,0.9,29.0,39280.0,James Tarkowski,4-4-1-1,Michael Oliver,Match Report,
2023-12-16,17:30,Premier League,Matchweek 17,Sat,Away,W,2,0,Burnley,1.4,0.7,39.0,21413.0,James Tarkowski,5-4-1,Anthony Taylor,Match Report,
2023-12-19,19:45,EFL Cup,Quarter-finals,Tue,Home,D,1 (6),1 (7),Fulham,,,50.0,38715.0,James Tarkowski,4-2-3-1,Graham Scott,Match Report,Fulham won on penalty kicks following extra time
2023-12-23,15:00,Premier League,Matchweek 18,Sat,Away,L,1,2,Tottenham,1.8,1.5,39.0,61808.0,James Tarkowski,4-2-3-1,Stuart Attwell,Match Report,
2023-12-27,20:15,Premier League,Matchweek 19,Wed,Home,L,1,3,Manchester City,1.0,2.4,28.0,39327.0,James Tarkowski,4-2-3-1,John Brooks,Match Report,
2023-12-30,15:00,Premier League,Matchweek 20,Sat,Away,L,0,3,Wolves,0.4,1.9,47.0,31639.0,James Tarkowski,5-4-1,Thomas Bramall,Match Report,
2024-01-04,20:00,FA Cup,Third round proper,Thu,Away,D,0,0,Crystal Palace,,,47.0,24489.0,Séamus Coleman,4-2-3-1,Chris Kavanagh,Match Report,
2024-01-14,14:00,Premier League,Matchweek 21,Sun,Home,D,0,0,Aston Villa,1.1,1.2,32.0,39284.0,Séamus Coleman,4-2-3-1,David Coote,Match Report,
2024-01-17,19:45,FA Cup,Third round proper,Wed,Home,W,1,0,Crystal Palace,,,51.0,37796.0,James Tarkowski,4-2-3-1,Tony Harrington,Match Report,
2024-01-27,15:00,FA Cup,Fourth round proper,Sat,Home,L,1,2,Luton Town,,,46.0,37713.0,James Tarkowski,4-4-2,Simon Hooper,Match Report,
2024-01-30,19:45,Premier League,Matchweek 22,Tue,Away,D,0,0,Fulham,1.9,1.6,30.0,24376.0,James Tarkowski,4-4-1-1,Thomas Bramall,Match Report,
2024-02-03,12:30,Premier League,Matchweek 23,Sat,Home,D,2,2,Tottenham,2.6,1.0,43.0,39321.0,James Tarkowski,4-4-1-1,Michael Oliver,Match Report,
2024-02-10,12:30,Premier League,Matchweek 24,Sat,Away,L,0,2,Manchester City,0.3,1.6,28.0,52187.0,James Tarkowski,4-2-3-1,John Brooks,Match Report,
2024-02-19,20:00,Premier League,Matchweek 25,Mon,Home,D,1,1,Crystal Palace,1.7,0.7,61.0,38164.0,James Tarkowski,4-4-1-1,Paul Tierney,Match Report,
2024-02-24,15:00,Premier League,Matchweek 26,Sat,Away,,,,Brighton,,,,,,,,Head-to-Head,
2024-03-02,15:00,Premier League,Matchweek 27,Sat,Home,,,,West Ham,,,,,,,,Head-to-Head,
2024-03-09,12:30,Premier League,Matchweek 28,Sat,Away,,,,Manchester Utd,,,,,,,,Head-to-Head,
2024-03-17,14:00,Premier League,Matchweek 29,Sun,Home,,,,Liverpool,,,,,,,,Head-to-Head,
2024-03-30,15:00,Premier League,Matchweek 30,Sat,Away,,,,Bournemouth,,,,,,,,Head-to-Head,
2024-04-03,19:45,Premier League,Matchweek 31,Wed,Away,,,,Newcastle Utd,,,,,,,,Head-to-Head,
2024-04-06,15:00,Premier League,Matchweek 32,Sat,Home,,,,Burnley,,,,,,,,Head-to-Head,
2024-04-13,,Premier League,Matchweek 33,Sat,Away,,,,Chelsea,,,,,,,,Head-to-Head,
2024-04-20,,Premier League,Matchweek 34,Sat,Home,,,,Nott'ham Forest,,,,,,,,Head-to-Head,
2024-04-27,,Premier League,Matchweek 35,Sat,Home,,,,Brentford,,,,,,,,Head-to-Head,
2024-05-04,,Premier League,Matchweek 36,Sat,Away,,,,Luton Town,,,,,,,,Head-to-Head,
2024-05-11,,Premier League,Matchweek 37,Sat,Home,,,,Sheffield Utd,,,,,,,,Head-to-Head,
2024-05-19,,Premier League,Matchweek 38,Sun,Away,,,,Arsenal,,,,,,,,Head-to-Head,
